,game_str,play_per_game,outs
55036,y2_d042_RZQ_YJD,63.0,1.0
55037,y2_d042_RZQ_YJD,169.0,1.0
55043,y2_d065_ESW_YJD,47.0,1.0
55072,y2_d079_YJD_RZQ,285.0,1.0
55082,y1_d023_AKX_YJD,191.0,1.0
55089,y1_d048_STK_QEA,191.0,1.0
55092,y1_d049_STK_QEA,230.0,1.0
55103,y1_d097_MRJ_YJD,217.0,1.0
55120,y1_d057_OXG_QEA,17.0,1.0
55133,y2_d005_NSO_YJD,17.0,1.0
55136,y2_d011_RQJ_YJD,205.0,1.0
55144,y2_d065_HKR_RZQ,114.0,1.0
55157,y1_d008_JJS_YJD,65.0,1.0
55168,y1_d051_JZK_RZQ,93.0,1.0
55173,y1_d062_HCI_RZQ,236.0,1.0
55177,y1_d081_PVJ_RZQ,142.0,1.0
55189,y2_d028_VMN_YJD,76.0,1.0
55197,y2_d038_UKI_RZQ,152.0,1.0
55222,y2_d016_TEQ_YJD,161.0,1.0
55233,y2_d018_GIS_RZQ,151.0,1.0
55238,y2_d024_ALA_YJD,105.0,1.0
55240,y2_d024_ALA_YJD,150.0,1.0
55251,y2_d058_POW_YJD,274.0,1.0
55256,y2_d095_QZE_RZQ,19.0,1.0
55259,y2_d059_POW_YJD,150.0,1.0
55265,y2_d066_ESW_YJD,279.0,1.0
55268,y2_d067_HKR_RZQ,206.0,1.0
55280,y2_d071_XFE_RZQ,300.0,1.0
55290,y2_d088_DYE_RZQ,140.0,1.0
55291,y2_d093_QZE_RZQ,48.0,1.0
55315,y1_d073_PHS_RZQ,165.0,1.0
55359,y2_d082_WMI_YJD,124.0,1.0
55374,y1_d035_AVV_YJD,298.0,1.0
55376,y1_d040_TKJ_YJD,24.0,1.0
55385,y1_d047_VHS_YJD,127.0,1.0
55418,y1_d025_JIL_RZQ,112.0,1.0
55419,y1_d050_UPU_YJD,32.0,1.0
55443,y1_d082_FBP_QEA,243.0,2.0
55451,y1_d094_KQQ_YJD,74.0,1.0
55455,y1_d094_XAX_QEA,213.0,1.0
55460,y2_d003_GHD_YJD,112.0,1.0
55486,y1_d058_KJH_RZQ,185.0,1.0
55506,y2_d074_VZE_YJD,15.0,1.0
55510,y2_d074_VZE_YJD,200.0,1.0
55520,y1_d053_APZ_QEA,14.0,1.0
55537,y2_d060_POW_YJD,97.0,1.0
55573,y1_d091_DYE_RZQ,14.0,1.0
55592,y2_d006_DYE_RZQ,301.0,1.0
55606,y2_d052_PTB_YJD,280.0,1.0
55617,y2_d099_YJD_RZQ,155.0,1.0
55627,y1_d094_KQQ_YJD,321.0,1.0
55646,y1_d004_CGA_QEA,84.0,1.0
55648,y1_d004_CGA_QEA,228.0,1.0
55651,y1_d005_JJS_YJD,124.0,1.0
55657,y1_d024_AKX_YJD,26.0,1.0
55662,y1_d027_JIL_RZQ,43.0,1.0
55675,y1_d064_IAQ_YJD,298.0,1.0
55705,y2_d012_BVD_RZQ,75.0,1.0
55706,y2_d012_BVD_RZQ,128.0,1.0
55714,y2_d019_GIS_RZQ,30.0,1.0
55724,y2_d064_HKR_RZQ,52.0,1.0
55726,y2_d064_HKR_RZQ,231.0,1.0
55732,y1_d011_GEA_YJD,78.0,1.0
55738,y1_d018_OXG_QEA,307.0,1.0
55746,y1_d046_WJU_QEA,139.0,1.0
55750,y1_d048_UPU_YJD,222.0,1.0
55755,y1_d057_WZR_YJD,40.0,1.0
55774,y1_d088_CRQ_QEA,80.0,1.0
55778,y2_d032_KNB_YJD,132.0,1.0
55796,y2_d058_POW_YJD,219.0,1.0
55798,y2_d063_KIR_RZQ,95.0,1.0
55799,y2_d086_LFS_YJD,154.0,1.0
55803,y1_d079_FBP_QEA,37.0,1.0
55831,y2_d033_KNB_YJD,130.0,1.0
55884,y2_d067_ESW_YJD,201.0,1.0
55894,y1_d021_JFU_YJD,130.0,1.0
55897,y1_d029_CMS_YJD,177.0,1.0
55932,y2_d005_DYE_RZQ,296.0,1.0
55957,y1_d024_AKX_YJD,350.0,1.0
55978,y1_d008_JJS_YJD,154.0,1.0
56001,y1_d081_PVJ_RZQ,170.0,1.0
56030,y2_d040_XLB_RZQ,115.0,1.0
56035,y2_d049_DYE_RZQ,300.0,1.0
56042,y2_d077_MGJ_RZQ,105.0,1.0
56047,y2_d098_YJD_RZQ,239.0,1.0
56080,y2_d059_POW_YJD,102.0,1.0
56092,y2_d070_RDO_RZQ,193.0,1.0
56098,y2_d080_YJD_RZQ,123.0,1.0
56101,y2_d080_YJD_RZQ,205.0,1.0
56115,y2_d013_BVD_RZQ,220.0,1.0
56118,y2_d039_XLB_RZQ,175.0,1.0
56124,y2_d068_RDO_RZQ,128.0,1.0
56139,y2_d054_PTB_YJD,146.0,1.0
56146,y2_d073_DYE_YJD,146.0,1.0
56168,y1_d043_WJU_QEA,27.0,1.0
56181,y1_d068_OWH_QEA,251.0,1.0
56194,y1_d091_DYE_RZQ,316.0,2.0
56206,y1_d016_OXG_QEA,115.0,1.0
56215,y1_d056_OXG_QEA,64.0,1.0
56218,y1_d056_WZR_YJD,64.0,1.0
56242,y1_d096_KQQ_YJD,36.0,1.0
56266,y2_d072_XFE_RZQ,172.0,1.0
56268,y2_d083_WMI_YJD,19.0,1.0
56314,y2_d040_XLB_RZQ,99.0,1.0
56356,y2_d013_BVD_RZQ,22.0,1.0
56376,y2_d018_GIS_RZQ,61.0,1.0
56385,y2_d055_IAK_RZQ,129.0,1.0
56388,y2_d063_KIR_RZQ,261.0,1.0
56389,y2_d063_KIR_RZQ,302.0,1.0
56397,y2_d048_DYE_RZQ,267.0,1.0
56437,y1_d051_UPU_YJD,294.0,1.0
56445,y1_d057_OXG_QEA,147.0,1.0
56472,y2_d079_YJD_RZQ,47.0,1.0
56474,y2_d085.5_LFS_YJD,178.0,1.0
56486,y1_d045_MHY_RZQ,126.0,1.0
56493,y1_d061_HCI_RZQ,191.0,1.0
56501,y1_d096_WNA_RZQ,135.0,1.0
56516,y1_d014_IXC_QEA,174.0,1.0
56539,y1_d079_PVJ_RZQ,241.0,1.0
56540,y1_d079_PVJ_RZQ,267.0,1.0
56550,y1_d086_CRQ_QEA,197.0,1.0
56556,y2_d003_GHD_YJD,2.0,2.0
56557,y2_d003_GHD_YJD,18.0,1.0
56568,y1_d022_AKX_YJD,123.0,1.0
56578,y1_d058_KJH_RZQ,67.0,1.0
56602,y1_d011_GEA_YJD,171.0,1.0
56607,y1_d018_OXG_QEA,143.0,1.0
56608,y1_d026_JIL_RZQ,22.0,1.0
56612,y1_d039_HMN_RZQ,164.0,1.0
56615,y1_d046_WJU_QEA,30.0,1.0
56616,y1_d046_WJU_QEA,285.0,1.0
56617,y1_d046_WJU_QEA,297.0,1.0
56622,y1_d053_APZ_QEA,163.0,1.0
56634,y2_d005_NSO_YJD,244.0,1.0
56648,y2_d027_YUH_RZQ,249.0,1.0
56656,y2_d065_HKR_RZQ,6.0,1.0
56672,y2_d090_NYA_YJD,170.0,1.0
56673,y2_d090_NYA_YJD,183.0,1.0
56678,y1_d002_CGA_QEA,136.0,1.0
56681,y1_d007_JJS_YJD,216.0,1.0
56685,y1_d023_AKX_YJD,176.0,2.0
56687,y1_d034_AVV_YJD,149.0,1.0
56693,y1_d048_STK_QEA,25.0,1.0
56697,y1_d049_STK_QEA,286.0,1.0
56713,y1_d081_FBP_QEA,255.0,1.0
56716,y1_d092_DYE_RZQ,38.0,1.0
56728,y2_d006_DYE_RZQ,25.0,1.0
56734,y2_d008_TSZ_RZQ,96.0,1.0
56735,y2_d022_DMS_RZQ,10.0,1.0
56760,y1_d089_CRQ_QEA,250.0,1.0
56777,y2_d017_GIS_RZQ,190.0,1.0
56794,y1_d027_JIL_RZQ,361.0,1.0
56808,y1_d075_UWE_YJD,218.0,1.0
56817,y1_d099_MRJ_YJD,282.0,1.0
56833,y2_d064_HKR_RZQ,14.0,1.0
56837,y1_d001_CGA_QEA,59.0,1.0
56842,y1_d017_OXG_QEA,16.0,1.0
56843,y1_d017_OXG_QEA,84.0,1.0
56857,y1_d055_APZ_QEA,238.0,1.0
56875,y1_d075_PHS_RZQ,46.0,1.0
56886,y2_d035_KNB_YJD,336.0,1.0
56892,y2_d063_KIR_RZQ,21.0,1.0
56895,y2_d086_LFS_YJD,152.0,1.0
56907,y2_d013_RQJ_YJD,79.0,1.0
56918,y2_d027_VMN_YJD,242.0,1.0
56935,y1_d050_STK_QEA,73.0,1.0
56940,y1_d057_KJH_RZQ,320.0,1.0
56959,y2_d043_RZQ_YJD,278.0,1.0
56961,y2_d067_ESW_YJD,113.0,1.0
56969,y1_d021_JFU_YJD,222.0,1.0
56971,y1_d035_AVV_YJD,287.0,1.0
56978,y1_d049_UPU_YJD,82.0,1.0
57016,y2_d057.5_IAK_RZQ,28.0,1.0
57033,y1_d036_HMN_RZQ,319.0,1.0
57037,y1_d044_WJU_QEA,36.0,1.0
57043,y1_d064_IAQ_YJD,224.0,1.0
57046,y1_d065_OWH_QEA,243.0,1.0
57048,y1_d075_UWE_YJD,145.0,1.0
57056,y1_d028_CMS_YJD,344.0,1.0
57059,y1_d038_HMN_RZQ,41.0,1.0
57066,y1_d050_JZK_RZQ,169.0,1.0
57070,y1_d051_JZK_RZQ,155.0,1.0
57089,y2_d029_IKJ_RZQ,146.0,1.0
57093,y2_d031_IKJ_RZQ,137.0,1.0
57104,y2_d077_MGJ_RZQ,78.0,3.0
57125,y1_d057_KJH_RZQ,26.0,1.0
57142,y2_d014_TEQ_YJD,201.0,1.0
57144,y2_d014_TEQ_YJD,273.0,1.0
57148,y2_d015_TEQ_YJD,201.0,1.0
57158,y2_d043_RZQ_YJD,118.0,1.0
57172,y2_d066_ESW_YJD,62.0,1.0
57177,y2_d067_HKR_RZQ,37.0,2.0
57185,y2_d071_XFE_RZQ,181.0,1.0
57195,y2_d084_LFS_YJD,286.0,1.0
57198,y1_d095_KQQ_YJD,122.0,1.0
57221,y2_d065_ESW_YJD,253.0,1.0
57229,y2_d002_BEJ_RZQ,277.0,1.0
57257,y1_d030_CMS_YJD,353.0,1.0
57271,y1_d071_ACN_QEA,336.0,1.0
57274,y1_d092_DYE_RZQ,212.0,1.0
57279,y1_d006_JJS_YJD,191.0,1.0
57290,y1_d051_UPU_YJD,240.0,1.0
57299,y1_d057_OXG_QEA,169.0,1.0
57301,y1_d070_ACN_QEA,108.0,1.0
57325,y2_d005_NSO_YJD,184.0,1.0
57327,y2_d011_RQJ_YJD,40.0,1.0
57332,y2_d026_YUH_RZQ,113.0,1.0
57343,y2_d060_POW_YJD,218.0,1.0
57345,y2_d072_XFE_RZQ,139.0,1.0
57349,y2_d083_WMI_YJD,57.0,1.0
57351,y2_d083_WMI_YJD,80.0,1.0
57377,y1_d080_PVJ_RZQ,45.0,1.0
57414,y2_d098_YJD_RZQ,82.0,1.0
57438,y2_d057_IAK_RZQ,67.0,1.0
57440,y2_d057_IAK_RZQ,102.0,1.0
57455,y2_d032_KNB_YJD,28.0,1.0
57465,y2_d050_DYE_RZQ,52.0,1.0
57498,y2_d067_HKR_RZQ,316.0,1.0
57499,y2_d067_HKR_RZQ,318.0,1.0
57507,y2_d078_MGJ_RZQ,291.0,1.0
57513,y2_d080_YJD_RZQ,305.0,1.0
57563,y2_d054_PTB_YJD,186.0,1.0
57577,y2_d085.5_LFS_YJD,58.0,1.0
57595,y1_d035_AVV_YJD,310.0,1.0
57598,y1_d040_TKJ_YJD,306.0,1.0
57602,y1_d045_MHY_RZQ,151.0,1.0
57613,y1_d049_UPU_YJD,249.0,1.0
57616,y1_d067_UEX_RZQ,249.0,1.0
57618,y1_d074_PHS_RZQ,132.0,1.0
57620,y1_d074_PHS_RZQ,145.0,1.0
57623,y1_d074_PHS_RZQ,249.0,1.0
57626,y1_d090_DYE_RZQ,186.0,1.0
57652,y1_d022_AKX_YJD,30.0,1.0
57661,y1_d052_APZ_QEA,153.0,1.0
57674,y1_d066_OWH_QEA,130.0,1.0
57676,y1_d066_OWH_QEA,202.0,1.0
57684,y1_d080_FBP_QEA,71.0,1.0
57695,y1_d086_CRQ_QEA,220.0,1.0
57706,y1_d094_XAX_QEA,22.0,1.0
57722,y1_d014_IXC_QEA,46.0,1.0
57725,y1_d014_IXC_QEA,276.0,1.0
57727,y1_d019_JFU_YJD,237.0,1.0
57746,y1_d058_WZR_YJD,181.0,1.0
57769,y1_d082_YJD_RZQ,26.0,1.0
57770,y1_d082_YJD_RZQ,87.0,1.0
57772,y2_d067_ESW_YJD,211.0,1.0
57773,y2_d067_ESW_YJD,213.0,1.0
57775,y2_d072_DYE_YJD,138.0,1.0
57799,y1_d057_WZR_YJD,196.0,1.0
57817,y2_d072_XFE_RZQ,269.0,1.0
57820,y2_d083_WMI_YJD,304.0,1.0
57834,y1_d011_DYE_RZQ,258.0,1.0
57848,y1_d068_OWH_QEA,330.0,1.0
57878,y2_d099_YJD_RZQ,102.0,1.0
57886,y1_d094_XAX_QEA,37.0,1.0
57909,y2_d017_GIS_RZQ,194.0,1.0
57925,y1_d004_CGA_QEA,180.0,1.0
57928,y1_d024_AKX_YJD,185.0,1.0
57938,y1_d065_OWH_QEA,132.0,1.0
57954,y2_d007_DYE_RZQ,83.0,1.0
57965,y2_d019_GIS_RZQ,119.0,1.0
57995,y1_d046_WJU_QEA,353.0,1.0
58006,y1_d063_HCI_RZQ,85.0,1.0
58017,y2_d032_KNB_YJD,292.0,1.0
58023,y2_d045_IHI_YJD,163.0,1.0
58030,y2_d055_IAK_RZQ,194.0,1.0
58034,y2_d058_POW_YJD,127.0,1.0
58056,y2_d019_GIS_RZQ,48.0,1.0
58084,y1_d050_STK_QEA,88.0,1.0
58099,y1_d084_YJD_RZQ,160.0,1.0
58111,y2_d034_KNB_YJD,153.0,1.0
58143,y1_d047_VHS_YJD,141.0,1.0
58177,y2_d057.5_IAK_RZQ,20.0,1.0
58201,y1_d044_WJU_QEA,255.0,1.0
58203,y1_d064_IAQ_YJD,62.0,1.0
58209,y1_d065_OWH_QEA,124.0,1.0
58230,y2_d029_IKJ_RZQ,259.0,1.0
58231,y2_d031_IKJ_RZQ,102.0,1.0
58245,y2_d074.5_VZE_YJD,207.0,1.0
58266,y1_d057_KJH_RZQ,262.0,1.0
58278,y1_d084_YJD_RZQ,206.0,1.0
58286,y2_d034_KNB_YJD,294.0,1.0
58292,y2_d043_RZQ_YJD,56.0,1.0
58301,y2_d062_KIR_RZQ,204.0,1.0
58327,y2_d084_LFS_YJD,206.0,1.0
58342,y2_d016_TEQ_YJD,264.0,1.0
58350,y2_d065_ESW_YJD,256.0,1.0
58380,y2_d076_MGJ_RZQ,127.0,1.0
58388,y2_d091_NYA_YJD,44.0,1.0
58416,y1_d016_OXG_QEA,65.0,1.0
58424,y1_d051_UPU_YJD,190.0,1.0
58455,y2_d065_HKR_RZQ,174.0,1.0
58477,y1_d028_CMS_YJD,384.0,1.0
58494,y1_d096_XAX_QEA,85.0,1.0
58501,y2_d026_VMN_YJD,250.0,1.0
58548,y2_d039_XLB_RZQ,39.0,1.0
58552,y2_d042_RZQ_YJD,299.0,1.0
58571,y2_d050_DYE_RZQ,19.0,1.0
58589,y2_d095_QZE_RZQ,306.0,1.0
58595,y2_d059_POW_YJD,233.0,1.0
58610,y2_d080_YJD_RZQ,111.0,1.0
58620,y2_d088_DYE_RZQ,58.0,1.0
58628,y1_d046_MHY_RZQ,167.0,1.0
58635,y1_d051_UPU_YJD,324.0,2.0
58648,y1_d086_DYE_YJD,266.0,1.0
58657,y2_d047_IHI_YJD,171.0,1.0
58667,y2_d071_DYE_YJD,194.0,1.0
58672,y2_d073_DYE_YJD,149.0,1.0
58682,y2_d097_YJD_RZQ,175.0,1.0
58684,y1_d009_GEA_YJD,44.0,1.0
58689,y1_d021_JFU_YJD,81.0,1.0
58694,y1_d029_CMS_YJD,272.0,1.0
58701,y1_d040_TKJ_YJD,160.0,1.0
58702,y1_d045_MHY_RZQ,43.0,1.0
58716,y1_d049_UPU_YJD,143.0,1.0
58726,y1_d074_PHS_RZQ,75.0,1.0
58733,y1_d090_DYE_RZQ,303.0,1.0
58749,y2_d073_XFE_RZQ,91.0,1.0
58751,y2_d096_QZE_RZQ,45.0,1.0
58757,y1_d022_AKX_YJD,199.0,1.0
58759,y1_d025_JIL_RZQ,140.0,1.0
58767,y1_d052_APZ_QEA,224.0,1.0
58772,y1_d058_WZR_YJD,141.0,1.0
58786,y1_d082_FBP_QEA,69.0,1.0
58816,y2_d011_BVD_RZQ,115.0,1.0
58821,y2_d012_RQJ_YJD,248.0,1.0
58850,y1_d080_FBP_QEA,83.0,1.0
58874,y1_d018_OXG_QEA,288.0,1.0
58877,y1_d039_HMN_RZQ,146.0,1.0
58893,y1_d067_IAQ_YJD,222.0,1.0
58901,y2_d005_NSO_YJD,284.0,1.0
58907,y2_d036_UKI_RZQ,102.0,1.0
58910,y2_d060_POW_YJD,61.0,1.0
58915,y2_d072_XFE_RZQ,129.0,1.0
58941,y1_d068_OWH_QEA,331.0,1.0
58977,y1_d086_CRQ_QEA,56.0,1.0
58984,y1_d094_KQQ_YJD,247.0,1.0
58985,y1_d094_XAX_QEA,95.0,1.0
58994,y2_d004_GHD_YJD,245.0,1.0
58995,y2_d009_JMJ_YJD,29.0,1.0
59006,y2_d017_GIS_RZQ,120.0,1.0
59007,y2_d018_GIS_RZQ,90.0,1.0
59013,y1_d004_CGA_QEA,75.0,1.0
59033,y1_d044_WJU_QEA,286.0,1.0
59040,y1_d065_OWH_QEA,252.0,1.0
59066,y2_d013_RQJ_YJD,101.0,3.0
59080,y2_d064_HKR_RZQ,194.0,1.0
59106,y1_d055_APZ_QEA,113.0,1.0
59119,y1_d075_PHS_RZQ,283.0,1.0
59120,y1_d075_PHS_RZQ,288.0,1.0
59150,y2_d095_QZE_RZQ,119.0,1.0
59153,y1_d079_FBP_QEA,88.0,1.0
59166,y1_d099_MRJ_YJD,305.0,1.0
59194,y1_d041_TKJ_YJD,206.0,1.0
59249,y1_d029_CMS_YJD,176.0,1.0
59272,y1_d061_HCI_RZQ,148.0,1.0
59274,y1_d067_UEX_RZQ,194.0,1.0
59297,y2_d005_DYE_RZQ,307.0,2.0
59301,y2_d022_DMS_RZQ,47.0,1.0
59330,y1_d064_IAQ_YJD,73.0,3.0
59343,y1_d012_IXC_QEA,203.0,1.0
59349,y1_d038_HMN_RZQ,237.0,1.0
59358,y1_d051_JZK_RZQ,28.0,1.0
59359,y1_d051_JZK_RZQ,59.0,1.0
59361,y1_d051_JZK_RZQ,130.0,1.0
59408,y2_d040_XLB_RZQ,210.0,1.0
59416,y2_d074.5_VZE_YJD,71.0,1.0
59417,y2_d074.5_VZE_YJD,160.0,1.0
59470,y2_d066_ESW_YJD,218.0,1.0
59506,y2_d039_XLB_RZQ,33.0,1.0
59512,y2_d065_ESW_YJD,99.0,1.0
59527,y2_d010_TSZ_RZQ,67.0,1.0
59528,y2_d054_PTB_YJD,20.0,1.0
59538,y2_d079_YJD_RZQ,85.0,1.0
59542,y2_d085.5_LFS_YJD,122.0,1.0
59544,y2_d097_YJD_RZQ,134.0,1.0
59576,y1_d098_MRJ_YJD,42.0,1.0
59583,y1_d006_JJS_YJD,181.0,1.0
59584,y1_d006_JJS_YJD,291.0,1.0
59603,y1_d056_WZR_YJD,125.0,1.0
59606,y1_d057_OXG_QEA,24.0,1.0
59616,y1_d073_UWE_YJD,43.0,1.0
59652,y2_d081_YJD_RZQ,30.0,1.0
59653,y2_d081_YJD_RZQ,37.0,1.0
59654,y2_d083_WMI_YJD,54.0,1.0
59674,y1_d049_JZK_RZQ,124.0,1.0
59680,y1_d051_JZK_RZQ,181.0,1.0
59684,y1_d062_HCI_RZQ,86.0,1.0
59693,y1_d081_PVJ_RZQ,136.0,1.0
59697,y1_d081_PVJ_RZQ,276.0,1.0
59712,y2_d029_IKJ_RZQ,86.0,1.0
59721,y2_d040_XLB_RZQ,163.0,1.0
59740,y2_d098_YJD_RZQ,254.0,1.0
59747,y1_d088_CRQ_QEA,132.0,1.0
59752,y1_d095_KQQ_YJD,99.0,1.0
59758,y2_d008_JMJ_YJD,180.0,1.0
59764,y2_d016_TEQ_YJD,233.0,1.0
59766,y2_d039_XLB_RZQ,58.0,1.0
59777,y2_d057_IAK_RZQ,110.0,1.0
59778,y2_d018_GIS_RZQ,218.0,1.0
59786,y2_d032_KNB_YJD,235.0,1.0
59787,y2_d035_KNB_YJD,39.0,1.0
59808,y2_d086_LFS_YJD,63.0,1.0
59830,y2_d080_YJD_RZQ,146.0,1.0
59870,y1_d057_OXG_QEA,159.0,1.0
59871,y1_d057_OXG_QEA,181.0,3.0
59909,y2_d097_YJD_RZQ,142.0,1.0
59916,y1_d021_JFU_YJD,21.0,1.0
59939,y1_d096_WNA_RZQ,50.0,1.0
59962,y1_d052_APZ_QEA,335.0,1.0
59967,y1_d066_OWH_QEA,121.0,3.0
59975,y1_d080_FBP_QEA,296.0,1.0
59986,y1_d094_KQQ_YJD,230.0,1.0
59999,y2_d011_BVD_RZQ,155.0,1.0
60002,y1_d014_IXC_QEA,288.0,1.0
60004,y1_d019_JFU_YJD,307.0,1.0
60006,y1_d022_AKX_YJD,45.0,1.0
60014,y1_d058_KJH_RZQ,335.0,1.0
60032,y1_d011_GEA_YJD,6.0,1.0
60067,y1_d067_IAQ_YJD,77.0,1.0
60069,y1_d067_OWH_QEA,294.0,1.0
60099,y2_d085_LFS_YJD,4.0,1.0
60109,y2_d090_NYA_YJD,4.0,1.0
60111,y2_d092_NYA_YJD,15.0,1.0
60112,y2_d092_NYA_YJD,177.0,1.0
60125,y1_d034_AVV_YJD,208.0,1.0
60129,y1_d048_STK_QEA,90.0,1.0
60131,y1_d049_STK_QEA,110.0,2.0
60147,y1_d098_MRJ_YJD,140.0,1.0
60168,y2_d057.5_IAK_RZQ,186.0,1.0
60170,y2_d094_QZE_RZQ,224.0,1.0
60192,y2_d011_BVD_RZQ,209.0,1.0
60205,y1_d027_JIL_RZQ,323.0,1.0
60208,y1_d037_HMN_RZQ,123.0,1.0
60214,y1_d065_OWH_QEA,174.0,3.0
60241,y2_d037_UKI_RZQ,23.0,1.0
60246,y1_d001_CGA_QEA,204.0,1.0
60253,y1_d017_OXG_QEA,219.0,1.0
60292,y1_d075_PHS_RZQ,206.0,1.0
60300,y2_d045_IHI_YJD,121.0,1.0
60307,y2_d063_KIR_RZQ,168.0,1.0
60319,y1_d095_XAX_QEA,165.0,1.0
60327,y2_d013_RQJ_YJD,8.0,1.0
60332,y2_d013_RQJ_YJD,284.0,1.0
60333,y2_d019_GIS_RZQ,21.0,1.0
60334,y2_d019_GIS_RZQ,61.0,1.0
60336,y2_d027_VMN_YJD,72.0,1.0
60350,y1_d045_WJU_QEA,225.0,1.0
60364,y2_d015_TEQ_YJD,155.0,1.0
60384,y1_d040_TKJ_YJD,17.0,1.0
60393,y1_d067_UEX_RZQ,53.0,1.0
60397,y1_d096_WNA_RZQ,193.0,1.0
60407,y2_d022_DMS_RZQ,104.0,2.0
60415,y2_d052_PTB_YJD,211.0,2.0
60421,y2_d057.5_IAK_RZQ,58.0,1.0
60425,y1_d004_CGA_QEA,49.0,3.0
60430,y1_d024_AKX_YJD,335.0,1.0
60453,y1_d012_IXC_QEA,208.0,1.0
60455,y1_d038_HMN_RZQ,211.0,1.0
60462,y1_d050_JZK_RZQ,319.0,1.0
60466,y1_d050_JZK_RZQ,351.0,1.0
60469,y1_d051_JZK_RZQ,294.0,1.0
60489,y2_d028_VMN_YJD,213.0,1.0
60491,y2_d029_IKJ_RZQ,106.0,1.0
60501,y2_d038_UKI_RZQ,274.0,3.0
60515,y2_d077_MGJ_RZQ,48.0,1.0
60516,y2_d077_MGJ_RZQ,110.0,1.0
60526,y1_d041_TKJ_YJD,197.0,1.0
60545,y2_d015_TEQ_YJD,207.0,1.0
60546,y2_d030_IKJ_RZQ,179.0,1.0
60555,y2_d048_DYE_RZQ,3.0,1.0
60564,y2_d064_ESW_YJD,193.0,1.0
60570,y2_d067_HKR_RZQ,76.0,1.0
60586,y2_d008_JMJ_YJD,22.0,1.0
60587,y2_d008_JMJ_YJD,220.0,1.0
60605,y2_d057_IAK_RZQ,59.0,1.0
60612,y2_d065_ESW_YJD,252.0,1.0
60624,y2_d002_BEJ_RZQ,178.0,1.0
60634,y2_d073_DYE_YJD,137.0,1.0
60645,y1_d007_JJS_YJD,163.0,1.0
60707,y1_d056_WZR_YJD,260.0,1.0
60718,y1_d073_UWE_YJD,233.0,1.0
60739,y2_d027_YUH_RZQ,58.0,1.0
60740,y2_d036_UKI_RZQ,58.0,1.0
60744,y2_d053_PTB_YJD,185.0,1.0
60746,y2_d060_POW_YJD,117.0,1.0
60777,y1_d049_JZK_RZQ,208.0,1.0
60788,y1_d058_OXG_QEA,233.0,1.0
60806,y2_d029_IKJ_RZQ,6.0,1.0
60808,y2_d029_IKJ_RZQ,83.0,1.0
60809,y2_d029_IKJ_RZQ,206.0,1.0
60819,y2_d040_XLB_RZQ,157.0,1.0
60828,y2_d074.5_VZE_YJD,263.0,1.0
60829,y2_d075_VZE_YJD,69.0,1.0
60840,y1_d075_PHS_RZQ,148.0,1.0
60848,y1_d100_MRJ_YJD,100.0,1.0
60880,y2_d063_KIR_RZQ,259.0,1.0
60884,y2_d087_DYE_RZQ,97.0,1.0
60886,y2_d095_QZE_RZQ,12.0,1.0
60895,y2_d066_ESW_YJD,97.0,1.0
60908,y2_d084_LFS_YJD,188.0,1.0
60921,y1_d046_MHY_RZQ,116.0,1.0
60955,y1_d073_PHS_RZQ,140.0,1.0
60956,y1_d073_PHS_RZQ,214.0,1.0
60966,y1_d086_DYE_YJD,32.0,1.0
60971,y2_d002_BEJ_RZQ,230.0,1.0
61002,y1_d067_UEX_RZQ,80.0,1.0
61004,y1_d067_UEX_RZQ,280.0,1.0
61009,y1_d090_DYE_RZQ,283.0,1.0
61016,y2_d068_RDO_RZQ,237.0,1.0
61018,y2_d073_XFE_RZQ,130.0,1.0
61022,y2_d096_QZE_RZQ,194.0,1.0
61032,y1_d050_UPU_YJD,259.0,1.0
61033,y1_d052_APZ_QEA,11.0,1.0
61038,y1_d058_WZR_YJD,165.0,1.0
61063,y1_d094_KQQ_YJD,302.0,1.0
61068,y1_d095_WNA_RZQ,193.0,1.0
61069,y2_d003_GHD_YJD,12.0,1.0
61130,y1_d039_HMN_RZQ,176.0,1.0
61133,y1_d048_UPU_YJD,62.0,1.0
61158,y2_d036_UKI_RZQ,105.0,1.0
61181,y1_d002_CGA_QEA,43.0,1.0
61188,y1_d030_CMS_YJD,328.0,1.0
61193,y1_d059_JNJ_QEA,71.0,1.0
61195,y1_d059_JNJ_QEA,128.0,1.0
61202,y1_d091_DYE_RZQ,131.0,1.0
61212,y1_d097_MRJ_YJD,272.0,1.0
61213,y1_d098_MRJ_YJD,54.0,1.0
61223,y2_d006_DYE_RZQ,308.0,1.0
61233,y2_d023_DMS_RZQ,24.0,1.0
61235,y2_d023_DMS_RZQ,210.0,1.0
61244,y2_d052_PTB_YJD,338.0,1.0
61260,y1_d089_CRQ_QEA,97.0,1.0
61265,y1_d094_XAX_QEA,85.0,1.0
61266,y1_d095_WNA_RZQ,53.0,1.0
61276,y2_d017_GIS_RZQ,122.0,1.0
61281,y2_d021_DMS_RZQ,195.0,1.0
61297,y1_d027_JIL_RZQ,392.0,1.0
61303,y1_d044_WJU_QEA,178.0,1.0
61321,y1_d079_FBP_QEA,230.0,3.0
61327,y1_d099_MRJ_YJD,240.0,1.0
61329,y1_d099_MRJ_YJD,288.0,1.0
61332,y2_d007_NSO_YJD,283.0,1.0
61334,y2_d012_BVD_RZQ,240.0,1.0
61349,y1_d001_CGA_QEA,10.0,1.0
61350,y1_d001_CGA_QEA,98.0,1.0
